mo,community
городской округ город Стерлитамак,9
городской округ город Стрежевой,9
городской округ город Сургут,11
городской округ город Тамбов,9
городской округ город Тверь,9
городской округ город Тобольск,9
городской округ город Томск,9
городской округ город Торжок,6
городской округ город Тула,9
городской округ город Тулун,6
городской округ город Тюмень,9
городской округ город Уварово,0
городской округ город Ульяновск,9
городской округ город Урай,11
городской округ город Урюпинск,3
городской округ город Усолье-Сибирское,9
городской округ город Усть-Илимск,6
городской округ город Уфа,9
городской округ город Фролово,3
городской округ город Хабаровск,11
городской округ город Ханты-Мансийск,11
городской округ город Чебоксары,9
городской округ город Черемхово,6
городской округ город Черногорск,6
городской округ город Чкаловск,3
городской округ город Шадринск,10
городской округ город Шарыпово,6
городской округ город Шарья,3
городской округ город Шахунья,3
городской округ город Шиханы,10
городской округ город Шумерля,5
городской округ город Югорск,9
городской округ город Якутск,11
городской округ город Ялуторовск,6
городской округ город Яровое,6
городской округ город Ярославль,9
городской округ город-герой Волгоград,9
городской округ город-курорт Ессентуки,9
городской округ город-курорт Железноводск,9
городской округ город-курорт Кисловодск,9
городской округ город-курорт Пятигорск,9
городской округ округ Муром,6
городской округ поселок Агинское,6
городской округ рабочий поселок Кольцово,8
муниципальный округ Александровский,10
муниципальный округ Алнашский район,5
муниципальный округ Андреапольский,3
муниципальный округ Арбажский,7
муниципальный округ Афанасьевский,5
муниципальный округ Балезинский район,5
муниципальный округ Бардымский,5
муниципальный округ Бежецкий,10
муниципальный округ Бельский,0
муниципальный округ Березовский,0
муниципальный округ Богородский,0
муниципальный округ Бологовский,10
муниципальный округ Большесосновский,3
муниципальный округ Вавожский район,5
муниципальный округ Верхнекамский,0
муниципальный округ Весьегонский,5
муниципальный округ Вилегодский,3
муниципальный округ Волотовский,3
муниципальный округ Вуктыл,10
муниципальный округ Гайнский,0
муниципальный округ Гвардейский,10
муниципальный округ Граховский район,0
муниципальный округ Губахинский,10
муниципальный округ Гурьевский,9
муниципальный округ Дебёсский район,5
муниципальный округ Демянский,3
муниципальный округ Еловский,0
муниципальный округ Жарковский,0
муниципальный округ Завьяловский район,9
муниципальный округ Западнодвинский,3
муниципальный округ Зеленоградский,9
муниципальный округ Зубцовский,3
муниципальный округ Игринский район,5
муниципальный округ Калининский,9
муниципальный округ Калязинский,10
муниципальный округ Камбарский район,5
муниципальный округ Карагайский,3
муниципальный округ Каракулинский район,3
муниципальный округ Каргопольский,10
муниципальный округ Кезский район,5
муниципальный округ Кесовогорский,3
муниципальный округ Кизнерский район,6
муниципальный округ Кикнурский,0
муниципальный округ Кимрский,6
муниципальный округ Кишертский,3
муниципальный округ Киясовский район,5
муниципальный округ Конаковский,6
муниципальный округ Косинский,0
муниципальный округ Кочевский,3
муниципальный округ Красногородский,5
муниципальный округ Красногорский район,5
муниципальный округ Краснознаменский,3
муниципальный округ Красноселькупский район,11
муниципальный округ Краснохолмский,0
муниципальный округ Крестецкий,3
муниципальный округ Кувшиновский,3
муниципальный округ Кудымкарский,9
муниципальный округ Куединский,0
муниципальный округ Кунгурский,9
муниципальный округ Лебяжский,0
муниципальный округ Лесной,0
муниципальный округ Лихославльский,3
муниципальный округ Локнянский,3
муниципальный округ Лузский,3
муниципальный округ Максатихинский,3
муниципальный округ Макушинский,0
муниципальный округ Малопургинский район,5
муниципальный округ Марёвский,0
муниципальный округ Молоковский,0
муниципальный округ Мошенской,3
муниципальный округ Мурашинский,3
муниципальный округ Надымский район,11
муниципальный округ Невельский,3
муниципальный округ Неманский,10
муниципальный округ Нестеровский,6
муниципальный округ Новоржевский,5
муниципальный округ Озерский,5
муниципальный округ Оленинский,0
муниципальный округ Ольский,11
муниципальный округ Опаринский,0
муниципальный округ Опочецкий,3
муниципальный округ Ординский,0
муниципальный округ Орловский,9
муниципальный округ Пеновский,3
муниципальный округ Пермский,9
муниципальный округ Пестовский,10
муниципальный округ Печорский,3
муниципальный округ Пижанский,3
муниципальный округ Полесский,6
муниципальный округ Правдинский,10
муниципальный округ Приуральский район,11
муниципальный округ Пуровский район,11
муниципальный округ Пыталовский,6
муниципальный округ Рамешковский,0
муниципальный округ Ржевский,6
муниципальный округ Сандовский,12
муниципальный округ Санчурский,0
муниципальный округ Сарапульский район,5
муниципальный округ Свечинский,3
муниципальный округ Селижаровский,3
муниципальный округ Селтинский район,5
муниципальный округ Сивинский,0
муниципальный округ Славский,3
муниципальный округ Солецкий,3
муниципальный округ Сонковский,0
муниципальный округ Спировский,3
муниципальный округ Старицкий,3
муниципальный округ Струго-Красненский,10
муниципальный округ Суетский район,0
муниципальный округ Сюмсинский район,3
муниципальный округ Тазовский район,11
муниципальный округ Торопецкий,3
муниципальный округ Увинский район,5
муниципальный округ Уинский,0
муниципальный округ Унинский,0
муниципальный округ Усинск,9
муниципальный округ Фаленский,5
муниципальный округ Фировский,0
муниципальный округ Хвойнинский,3
муниципальный округ Чарышский район,5
муниципальный округ Частинский,3
муниципальный округ Черняховский,9
муниципальный округ Шарканский район,5
муниципальный округ Шумихинский,3
муниципальный округ Шурышкарский район,6
муниципальный округ Юкаменский район,0
муниципальный округ Юрлинский,3
муниципальный округ Юсьвинский,3
муниципальный округ Ягоднинский,11
муниципальный округ Якшур-Бодьинский район,3
муниципальный округ Ямальский район,11
муниципальный округ Ярский район,5
муниципальный округ город Апатиты,11
муниципальный округ город Кировск,11
муниципальный округ город Мончегорск,11
муниципальный округ город Оленегорск,10
муниципальный округ город Полярные Зори,11
муниципальный округ город Славгород,6
муниципальный район Город Краснокаменск и Краснокаменский район,9
муниципальный район Заполярный район,11
муниципальный район Печора,9
муниципальный район Сосногорск,10
муниципальный район город Нерехта и Нерехтский район,10
муниципальный район имени Лазо,10
муниципальный район имени Полины Осипенко,11
