pair,cross_coassignment,mode,seed,louvain_seed,gamma
F/G,0.5951387238357814,combined,11,11,0.5
A/B,0.0,combined,12,12,0.5
A/C,0.03301540719002201,combined,12,12,0.5
A/D,0.9574468085106383,combined,12,12,0.5
A/E,0.36032944406314343,combined,12,12,0.5
A/F,0.41028477237729627,combined,12,12,0.5
A/G,0.03542424576489178,combined,12,12,0.5
B/C,0.0,combined,12,12,0.5
B/D,0.0,combined,12,12,0.5
B/E,0.6236559139784946,combined,12,12,0.5
B/F,0.0,combined,12,12,0.5
B/G,0.0,combined,12,12,0.5
C/D,0.0,combined,12,12,0.5
C/E,0.0,combined,12,12,0.5
C/F,0.5466624485922177,combined,12,12,0.5
C/G,0.9300696801858138,combined,12,12,0.5
D/E,0.3763440860215054,combined,12,12,0.5
D/F,0.40672782874617736,combined,12,12,0.5
D/G,0.0,combined,12,12,0.5
E/F,0.1530696129689915,combined,12,12,0.5
E/G,0.0,combined,12,12,0.5
F/G,0.586547511527309,combined,12,12,0.5
A/B,0.0,combined,13,13,0.5
A/C,0.02641232575201761,combined,13,13,0.5
A/D,0.04964539007092199,combined,13,13,0.5
A/E,0.0018683748951422252,combined,13,13,0.5
A/F,0.14366582080812024,combined,13,13,0.5
A/G,2.939771432771102e-05,combined,13,13,0.5
B/C,0.0,combined,13,13,0.5
B/D,0.0,combined,13,13,0.5
B/E,0.26881720430107525,combined,13,13,0.5
B/F,0.0,combined,13,13,0.5
B/G,0.0,combined,13,13,0.5
C/D,0.0,combined,13,13,0.5
C/E,0.0,combined,13,13,0.5
C/F,0.011388801012337867,combined,13,13,0.5
C/G,0.0009648025728068608,combined,13,13,0.5
D/E,0.03763440860215054,combined,13,13,0.5
D/F,0.5015290519877675,combined,13,13,0.5
D/G,0.0,combined,13,13,0.5
E/F,0.018874749268356843,combined,13,13,0.5
E/G,0.0,combined,13,13,0.5
F/G,0.357440065915609,combined,13,13,0.5
A/B,0.0,combined,14,14,0.5
A/C,0.03546099290780142,combined,14,14,0.5
A/D,0.01951513465906457,combined,14,14,0.5
A/E,0.00526195378631892,combined,14,14,0.5
A/F,0.16611360530938904,combined,14,14,0.5
A/G,0.002190129717414471,combined,14,14,0.5
B/C,0.0,combined,14,14,0.5
B/D,0.0,combined,14,14,0.5
B/E,0.6789554531490015,combined,14,14,0.5
B/F,0.0,combined,14,14,0.5
B/G,0.0,combined,14,14,0.5
C/D,0.0,combined,14,14,0.5
C/E,0.0,combined,14,14,0.5
C/F,0.012232415902140673,combined,14,14,0.5
C/G,0.002072538860103627,combined,14,14,0.5
D/E,0.015988474242743692,combined,14,14,0.5
D/F,0.6480781915212568,combined,14,14,0.5
D/G,0.018436113650987164,combined,14,14,0.5
E/F,0.011459669198645227,combined,14,14,0.5
E/G,0.00031199509721990083,combined,14,14,0.5
F/G,0.1737827003216555,combined,14,14,0.5
A/B,0.0,combined,15,15,0.5
A/C,0.009782342871117632,combined,15,15,0.5
A/D,0.013998980206739906,combined,15,15,0.5
A/E,0.0025165865934568747,combined,15,15,0.5
A/F,0.01568091612987182,combined,15,15,0.5
A/G,0.027486862896409805,combined,15,15,0.5
B/C,0.0,combined,15,15,0.5
B/D,0.0,combined,15,15,0.5
B/E,0.0913978494623656,combined,15,15,0.5
B/F,0.0,combined,15,15,0.5
B/G,0.0,combined,15,15,0.5
C/D,0.0,combined,15,15,0.5
C/E,0.0,combined,15,15,0.5
C/F,0.012654223347042075,combined,15,15,0.5
C/G,0.33410755762015365,combined,15,15,0.5
D/E,0.17510014758591608,combined,15,15,0.5
D/F,0.012392316763606564,combined,15,15,0.5
D/G,0.00040638016864777,combined,15,15,0.5
E/F,0.0,combined,15,15,0.5
E/G,0.0,combined,15,15,0.5
F/G,0.06502828350049912,combined,15,15,0.5
A/B,0.0,combined,16,16,0.5
A/C,0.01173881144534116,combined,16,16,0.5
A/D,0.07801418439716312,combined,16,16,0.5
A/E,0.013841226264012811,combined,16,16,0.5
A/F,0.05519769232437591,combined,16,16,0.5
A/G,4.409657149156653e-05,combined,16,16,0.5
B/C,0.0,combined,16,16,0.5
B/D,0.0,combined,16,16,0.5
B/E,0.7956989247311828,combined,16,16,0.5
B/F,0.0,combined,16,16,0.5
B/G,0.0,combined,16,16,0.5
C/D,0.0,combined,16,16,0.5
C/E,0.0,combined,16,16,0.5
C/F,0.02193398713487293,combined,16,16,0.5
C/G,0.034732892621046986,combined,16,16,0.5
D/E,0.1774193548387097,combined,16,16,0.5
D/F,0.42507645259938837,combined,16,16,0.5
D/G,0.0,combined,16,16,0.5
E/F,0.07541678997731084,combined,16,16,0.5
E/G,0.0,combined,16,16,0.5
F/G,0.5376812283120217,combined,16,16,0.5
A/B,0.0,combined,17,17,0.5
A/C,0.007825874296894107,combined,17,17,0.5
A/D,0.09929078014184398,combined,17,17,0.5
A/E,0.0005338213986120643,combined,17,17,0.5
A/F,0.09438913830871667,combined,17,17,0.5
A/G,0.0019108514313012164,combined,17,17,0.5
B/C,0.0,combined,17,17,0.5
B/D,0.0,combined,17,17,0.5
B/E,0.0967741935483871,combined,17,17,0.5
B/F,0.0,combined,17,17,0.5
B/G,0.0,combined,17,17,0.5
C/D,0.0,combined,17,17,0.5
C/E,0.0,combined,17,17,0.5
C/F,0.006959822840873141,combined,17,17,0.5
C/G,0.06810791495443988,combined,17,17,0.5
D/E,0.005376344086021506,combined,17,17,0.5
D/F,0.8960244648318043,combined,17,17,0.5
D/G,0.01865284974093264,combined,17,17,0.5
E/F,0.004817335832429055,combined,17,17,0.5
E/G,0.00010028413839211098,combined,17,17,0.5
F/G,0.10356673163156978,combined,17,17,0.5
A/B,0.0,combined,18,18,0.5
A/C,0.009782342871117632,combined,18,18,0.5
A/D,0.006953135864274788,combined,18,18,0.5
A/E,0.0052238236864180585,combined,18,18,0.5
A/F,0.02997375669638016,combined,18,18,0.5
A/G,3.674714290963877e-05,combined,18,18,0.5
B/C,0.0,combined,18,18,0.5
B/D,0.0,combined,18,18,0.5
B/E,0.08602150537634409,combined,18,18,0.5
B/F,0.0,combined,18,18,0.5
B/G,0.0,combined,18,18,0.5
C/D,0.0,combined,18,18,0.5
C/E,0.0,combined,18,18,0.5
C/F,0.05409680480860487,combined,18,18,0.5
C/G,0.10351974271931391,combined,18,18,0.5
D/E,0.028146742567994938,combined,18,18,0.5
D/F,0.4557174551777898,combined,18,18,0.5
D/G,0.0,combined,18,18,0.5
E/F,0.005146164216895202,combined,18,18,0.5
E/G,0.0,combined,18,18,0.5
F/G,0.49744735466083567,combined,18,18,0.5
A/B,0.014184397163120567,combined,19,19,0.5
A/C,0.0,combined,19,19,0.5
A/D,0.9716312056737588,combined,19,19,0.5
A/E,0.019331960649736902,combined,19,19,0.5
A/F,0.5318715162556662,combined,19,19,0.5
A/G,0.0,combined,19,19,0.5
B/C,0.0,combined,19,19,0.5
B/D,0.0,combined,19,19,0.5
B/E,0.9946236559139785,combined,19,19,0.5
B/F,0.0,combined,19,19,0.5
B/G,0.0,combined,19,19,0.5
C/D,0.0,combined,19,19,0.5
C/E,0.0,combined,19,19,0.5
C/F,0.14236001265422335,combined,19,19,0.5
C/G,0.3100232267286046,combined,19,19,0.5
D/E,0.005376344086021506,combined,19,19,0.5
D/F,0.5474006116207951,combined,19,19,0.5
D/G,0.0,combined,19,19,0.5
E/F,0.002943014040972017,combined,19,19,0.5
E/G,0.0,combined,19,19,0.5
F/G,0.44602050355722456,combined,19,19,0.5
A/B,0.0,combined,20,20,0.5
A/C,0.011005135730007337,combined,20,20,0.5
A/D,0.0004635423909516525,combined,20,20,0.5
A/E,0.01426065736292229,combined,20,20,0.5
A/F,0.04515583317066823,combined,20,20,0.5
A/G,0.007907985154154265,combined,20,20,0.5
B/C,0.0,combined,20,20,0.5
B/D,0.0,combined,20,20,0.5
B/E,0.34408602150537637,combined,20,20,0.5
B/F,0.0,combined,20,20,0.5
B/G,0.0,combined,20,20,0.5
C/D,0.0,combined,20,20,0.5
C/E,0.0,combined,20,20,0.5
C/F,0.0018981335020563112,combined,20,20,0.5
C/G,0.10269787386099696,combined,20,20,0.5
D/E,0.017007519853819663,combined,20,20,0.5
D/F,0.0185085247146769,combined,20,20,0.5
D/G,0.0016458396830234684,combined,20,20,0.5
E/F,0.0160961494196179,combined,20,20,0.5
E/G,0.0,combined,20,20,0.5
F/G,0.2333095656858551,combined,20,20,0.5
A/B,0.0,combined,21,21,0.5
A/C,0.008070432868672046,combined,21,21,0.5
A/D,0.0070921985815602835,combined,21,21,0.5
A/E,0.012163501868374895,combined,21,21,0.5
A/F,0.03285835122649489,combined,21,21,0.5
A/G,0.003711461433873516,combined,21,21,0.5
B/C,0.0,combined,21,21,0.5
B/D,0.0,combined,21,21,0.5
B/E,0.0,combined,21,21,0.5
B/F,0.0,combined,21,21,0.5
B/G,0.0,combined,21,21,0.5
C/D,0.03335587108406581,combined,21,21,0.5
C/E,0.0,combined,21,21,0.5
C/F,0.0024253928081830645,combined,21,21,0.5
C/G,0.06517777380739682,combined,21,21,0.5
D/E,0.019502424625764285,combined,21,21,0.5
D/F,0.02094701285203174,combined,21,21,0.5
D/G,0.000121914050594331,combined,21,21,0.5
E/F,0.0001479727730097662,combined,21,21,0.5
E/G,0.0,combined,21,21,0.5
F/G,0.040645846207475717,combined,21,21,0.5
A/B,0.0,combined,22,22,0.5
A/C,0.10271460014673514,combined,22,22,0.5
A/D,0.9929078014184397,combined,22,22,0.5
A/E,0.37367497902844504,combined,22,22,0.5
A/F,0.5708894527945865,combined,22,22,0.5
A/G,0.017491640024988056,combined,22,22,0.5
B/C,0.0,combined,22,22,0.5
B/D,0.0,combined,22,22,0.5
B/E,0.6236559139784946,combined,22,22,0.5
B/F,0.0,combined,22,22,0.5
B/G,0.0,combined,22,22,0.5
C/D,0.10344827586206896,combined,22,22,0.5
C/E,0.0389321468298109,combined,22,22,0.5
C/F,0.13170937467046293,combined,22,22,0.5
C/G,0.1710201893871717,combined,22,22,0.5
D/E,0.3763440860215054,combined,22,22,0.5
D/F,0.5749235474006116,combined,22,22,0.5
D/G,0.017616580310880828,combined,22,22,0.5
E/F,0.21636907697872482,combined,22,22,0.5
E/G,0.006629895815922893,combined,22,22,0.5
F/G,0.42127362900286797,combined,22,22,0.5
A/B,0.014184397163120567,combined,23,23,0.5
A/C,0.031792614331132306,combined,23,23,0.5
A/D,0.02127659574468085,combined,23,23,0.5
A/E,0.01422252726302143,combined,23,23,0.5
A/F,0.032771596503784674,combined,23,23,0.5
A/G,0.0006614485723734979,combined,23,23,0.5
B/C,0.0,combined,23,23,0.5
B/D,0.0,combined,23,23,0.5
B/E,0.9946236559139785,combined,23,23,0.5
B/F,0.0,combined,23,23,0.5
B/G,0.0,combined,23,23,0.5
C/D,0.0,combined,23,23,0.5
C/E,0.0,combined,23,23,0.5
C/F,0.04703153010650638,combined,23,23,0.5
C/G,0.03626943005181347,combined,23,23,0.5
D/E,0.005376344086021506,combined,23,23,0.5
D/F,0.9235474006116208,combined,23,23,0.5
D/G,0.025906735751295335,combined,23,23,0.5
E/F,0.004965308605438821,combined,23,23,0.5
E/G,0.0001392835255445986,combined,23,23,0.5
F/G,0.03596520416409184,combined,23,23,0.5
A/B,0.9266174554928355,combined,24,24,0.5
A/C,0.6456346294937637,combined,24,24,0.5
A/D,0.9300514532053956,combined,24,24,0.5
A/E,0.9361702127659575,combined,24,24,0.5
A/F,0.9104040601210228,combined,24,24,0.5
A/G,0.9303494653290707,combined,24,24,0.5
B/C,0.6826178747361014,combined,24,24,0.5
B/D,0.9833266639989329,combined,24,24,0.5
B/E,0.9897959183673469,combined,24,24,0.5
B/F,0.9625538288709979,combined,24,24,0.5
B/G,0.983641746854182,combined,24,24,0.5
C/D,0.6851476222672978,combined,24,24,0.5
C/E,0.6896551724137931,combined,24,24,0.5
C/F,0.6713065485605821,combined,24,24,0.5
C/G,0.6855815615508308,combined,24,24,0.5
D/E,0.9934640522875817,combined,24,24,0.5
D/F,0.9661210049769143,combined,24,24,0.5
D/G,0.9872870737241356,combined,24,24,0.5
E/F,0.9724770642201835,combined,24,24,0.5
E/G,0.9937823834196892,combined,24,24,0.5
F/G,0.9665605045079305,combined,24,24,0.5
A/B,0.0,combined,25,25,0.5
A/C,0.011005135730007337,combined,25,25,0.5
A/D,0.0004635423909516525,combined,25,25,0.5
A/E,0.012964233966292992,combined,25,25,0.5
A/F,0.05326739974407357,combined,25,25,0.5
A/G,0.006445448866350641,combined,25,25,0.5
B/C,0.0,combined,25,25,0.5
B/D,0.0,combined,25,25,0.5
B/E,0.08602150537634409,combined,25,25,0.5
B/F,0.0,combined,25,25,0.5
B/G,0.0,combined,25,25,0.5
C/D,0.0,combined,25,25,0.5
C/E,0.0,combined,25,25,0.5
C/F,0.008014341453126649,combined,25,25,0.5
C/G,0.09930319814186171,combined,25,25,0.5
D/E,0.023894862604540025,combined,25,25,0.5
D/F,0.06188163338729987,combined,25,25,0.5
D/G,0.00027092011243184667,combined,25,25,0.5
E/F,0.0,combined,25,25,0.5
E/G,0.0,combined,25,25,0.5
F/G,0.04442965568601353,combined,25,25,0.5
A/B,0.0,combined,26,26,0.5
A/C,0.015651748593788213,combined,26,26,0.5
A/D,0.008529179993510407,combined,26,26,0.5
A/E,0.015099519560741249,combined,26,26,0.5
A/F,0.07014119331121088,combined,26,26,0.5
A/G,0.0051739977216771395,combined,26,26,0.5
B/C,0.0,combined,26,26,0.5
B/D,0.0,combined,26,26,0.5
B/E,0.27956989247311825,combined,26,26,0.5
B/F,0.0,combined,26,26,0.5
B/G,0.0,combined,26,26,0.5
C/D,0.007212080234392608,combined,26,26,0.5
C/E,0.0,combined,26,26,0.5
C/F,0.26067700094906676,combined,26,26,0.5
C/G,0.08783276755404681,combined,26,26,0.5
D/E,0.01402066202825216,combined,26,26,0.5
D/F,0.024644720273430475,combined,26,26,0.5
D/G,0.0023840969894002506,combined,26,26,0.5
E/F,0.006658774785439479,combined,26,26,0.5
E/G,0.0,combined,26,26,0.5
F/G,0.1186861244474022,combined,26,26,0.5
A/B,0.0,combined,27,27,0.5
A/C,0.1012472487160675,combined,27,27,0.5
A/D,0.007184907059750614,combined,27,27,0.5
A/E,0.012849843666590406,combined,27,27,0.5
A/F,0.09209013815689591,combined,27,27,0.5
A/G,0.0010142211443060303,combined,27,27,0.5
B/C,0.0,combined,27,27,0.5
B/D,0.0,combined,27,27,0.5
B/E,0.0913978494623656,combined,27,27,0.5
B/F,0.0,combined,27,27,0.5
B/G,0.0,combined,27,27,0.5
C/D,0.0,combined,27,27,0.5
C/E,0.0,combined,27,27,0.5
C/F,0.11019719498049141,combined,27,27,0.5
C/G,0.13528676076469537,combined,27,27,0.5
D/E,0.017112938365310283,combined,27,27,0.5
D/F,0.3199216485778817,combined,27,27,0.5
D/G,0.0,combined,27,27,0.5
E/F,0.0017427904376705798,combined,27,27,0.5
E/G,0.0,combined,27,27,0.5
F/G,0.27065646242334934,combined,27,27,0.5
A/B,0.0,combined,28,28,0.5
A/C,0.0,combined,28,28,0.5
A/D,0.07676261994159365,combined,28,28,0.5
A/E,0.010714558072142149,combined,28,28,0.5
A/F,0.06038128700631141,combined,28,28,0.5
A/G,0.0,combined,28,28,0.5
B/C,0.0,combined,28,28,0.5
B/D,0.0,combined,28,28,0.5
B/E,0.6075268817204301,combined,28,28,0.5
B/F,0.0,combined,28,28,0.5
B/G,0.0,combined,28,28,0.5
C/D,0.0,combined,28,28,0.5
C/E,0.0,combined,28,28,0.5
C/F,0.134134767478646,combined,28,28,0.5
C/G,0.15143827050205466,combined,28,28,0.5
D/E,0.012755639890364748,combined,28,28,0.5
D/F,0.47970258439767344,combined,28,28,0.5
D/G,0.0,combined,28,28,0.5
E/F,0.002762158429515636,combined,28,28,0.5
E/G,0.0,combined,28,28,0.5
F/G,0.2645339164329515,combined,28,28,0.5
A/B,0.0,combined,29,29,0.5
A/C,0.012227928588897041,combined,29,29,0.5
A/D,0.06318082788671024,combined,29,29,0.5
A/E,0.014184397163120567,combined,29,29,0.5
A/F,0.0519660789034203,combined,29,29,0.5
A/G,0.0007643405725204865,combined,29,29,0.5
B/C,0.0,combined,29,29,0.5
B/D,0.0,combined,29,29,0.5
B/E,0.0,combined,29,29,0.5
B/F,0.0,combined,29,29,0.5
B/G,0.0,combined,29,29,0.5
C/D,0.0,combined,29,29,0.5
C/E,0.0,combined,29,29,0.5
C/F,0.011494252873563218,combined,29,29,0.5
C/G,0.0344112917634447,combined,29,29,0.5
D/E,0.013071895424836602,combined,29,29,0.5
D/F,0.6760608422777877,combined,29,29,0.5
D/G,0.011249957668732432,combined,29,29,0.5
E/F,0.0,combined,29,29,0.5
E/G,0.0,combined,29,29,0.5
F/G,0.3067991316886121,combined,29,29,0.5
A/B,0.0,combined,30,30,0.5
A/C,0.012227928588897041,combined,30,30,0.5
A/D,0.8807305428081398,combined,30,30,0.5
A/E,0.31457332418210937,combined,30,30,0.5
A/F,0.3292775500466307,combined,30,30,0.5
A/G,0.03542424576489178,combined,30,30,0.5
B/C,0.0,combined,30,30,0.5
B/D,0.006535947712418301,combined,30,30,0.5
B/E,0.6451612903225806,combined,30,30,0.5
B/F,0.0,combined,30,30,0.5
B/G,0.0,combined,30,30,0.5
C/D,0.0,combined,30,30,0.5
C/E,0.0,combined,30,30,0.5
C/F,0.21933987134872932,combined,30,30,0.5
C/G,0.34454171877791673,combined,30,30,0.5
D/E,0.3567362428842505,combined,30,30,0.5
D/F,0.34330714956726827,combined,30,30,0.5
D/G,0.0,combined,30,30,0.5
E/F,0.12262010456742627,combined,30,30,0.5
E/G,0.0,combined,30,30,0.5
F/G,0.6323873809636988,combined,30,30,0.5
A/B,0.0,combined,31,31,0.5
A/C,0.0004891171435558817,combined,31,31,0.5
A/D,0.007045844342465119,combined,31,31,0.5
A/E,0.0,combined,31,31,0.5
A/F,0.08113735441473095,combined,31,31,0.5
A/G,0.007077499724396428,combined,31,31,0.5
B/C,0.0,combined,31,31,0.5
B/D,6.669334400426837e-05,combined,31,31,0.5
B/E,0.09441518542901031,combined,31,31,0.5
B/F,0.0,combined,31,31,0.5
B/G,0.0,combined,31,31,0.5
C/D,0.0,combined,31,31,0.5
C/E,0.0,combined,31,31,0.5
C/F,0.05462406411473163,combined,31,31,0.5
C/G,0.06978738609969627,combined,31,31,0.5
D/E,0.0059385761473048,combined,31,31,0.5
D/F,0.021266814574963523,combined,31,31,0.5
D/G,0.0,combined,31,31,0.5
E/F,0.0005918910920390648,combined,31,31,0.5
E/G,5.571341021783943e-06,combined,31,31,0.5
F/G,0.7905214621856729,combined,31,31,0.5
A/B,0.014184397163120567,combined,32,32,0.5
A/C,0.30154071900220103,combined,32,32,0.5
A/D,0.014184397163120567,combined,32,32,0.5
A/E,0.014184397163120567,combined,32,32,0.5
A/F,0.04014574793415317,combined,32,32,0.5
A/G,0.0027780840039686914,combined,32,32,0.5
B/C,0.0,combined,32,32,0.5
B/D,0.006535947712418301,combined,32,32,0.5
B/E,0.989247311827957,combined,32,32,0.5
B/F,0.0,combined,32,32,0.5
B/G,0.0,combined,32,32,0.5
C/D,0.0,combined,32,32,0.5
C/E,0.0,combined,32,32,0.5
C/F,0.009490667510281556,combined,32,32,0.5
C/G,0.03319635519028051,combined,32,32,0.5
D/E,0.017148077869140486,combined,32,32,0.5
D/F,0.9387779576662469,combined,32,32,0.5
D/G,0.0535338142165329,combined,32,32,0.5
E/F,0.010160797080003945,combined,32,32,0.5
E/G,0.0005794194662655302,combined,32,32,0.5
F/G,0.07695964253458193,combined,32,32,0.5
A/B,0.0,combined,33,33,0.5
A/C,0.025434091464905845,combined,33,33,0.5
A/D,0.09219858156028368,combined,33,33,0.5
A/E,0.03172424311751697,combined,33,33,0.5
A/F,0.056043550870800526,combined,33,33,0.5
A/G,2.939771432771102e-05,combined,33,33,0.5
B/C,0.0,combined,33,33,0.5
B/D,0.0,combined,33,33,0.5
B/E,0.005376344086021506,combined,33,33,0.5
B/F,0.0,combined,33,33,0.5
B/G,0.0,combined,33,33,0.5
C/D,0.0,combined,33,33,0.5
C/E,0.0,combined,33,33,0.5
C/F,0.005483496783718233,combined,33,33,0.5
C/G,0.051527604073610865,combined,33,33,0.5
D/E,0.34408602150537637,combined,33,33,0.5
D/F,0.4892966360856269,combined,33,33,0.5
D/G,0.0,combined,33,33,0.5
E/F,0.16836013284666732,combined,33,33,0.5
E/G,0.0,combined,33,33,0.5
F/G,0.2510307236456402,combined,33,33,0.5
A/B,0.014184397163120567,combined,34,34,0.5
A/C,0.007825874296894107,combined,34,34,0.5
A/D,0.05775738191257591,combined,34,34,0.5
A/E,0.014184397163120567,combined,34,34,0.5
A/F,0.813737610341163,combined,34,34,0.5
A/G,0.009826186014037409,combined,34,34,0.5
B/C,0.0,combined,34,34,0.5
B/D,0.08496732026143791,combined,34,34,0.5
B/E,1.0,combined,34,34,0.5
B/F,0.0,combined,34,34,0.5
B/G,0.0,combined,34,34,0.5
C/D,0.0,combined,34,34,0.5
C/E,0.0,combined,34,34,0.5
C/F,0.014552356849098386,combined,34,34,0.5
C/G,0.09244237984634626,combined,34,34,0.5
D/E,0.08496732026143791,combined,34,34,0.5
D/F,0.011792688533109472,combined,34,34,0.5
D/G,9.482203935114633e-05,combined,34,34,0.5
E/F,0.0,combined,34,34,0.5
E/G,0.0,combined,34,34,0.5
F/G,0.05668108570613681,combined,34,34,0.5
A/B,0.0,combined,35,35,0.5
A/C,0.041085840058694055,combined,35,35,0.5
A/D,0.014045334445835072,combined,35,35,0.5
A/E,0.006520247083047358,combined,35,35,0.5
A/F,0.12232415902140673,combined,35,35,0.5
A/G,4.409657149156653e-05,combined,35,35,0.5
B/C,0.0,combined,35,35,0.5
B/D,0.0,combined,35,35,0.5
B/E,0.08602150537634409,combined,35,35,0.5
B/F,0.0,combined,35,35,0.5
B/G,0.0,combined,35,35,0.5
C/D,0.0,combined,35,35,0.5
C/E,0.0,combined,35,35,0.5
C/F,0.02710112833491511,combined,35,35,0.5
C/G,0.03541182776487404,combined,35,35,0.5
D/E,0.023086654016445288,combined,35,35,0.5
D/F,0.4946932901601007,combined,35,35,0.5
D/G,0.0,combined,35,35,0.5
E/F,0.0027128341718457138,combined,35,35,0.5
E/G,0.0,combined,35,35,0.5
F/G,0.35707245963461204,combined,35,35,0.5
A/B,0.014184397163120567,combined,36,36,0.5
A/C,0.031792614331132306,combined,36,36,0.5
A/D,0.0002781254345709915,combined,36,36,0.5
A/E,0.014108136963318843,combined,36,36,0.5
A/F,0.005921009824972347,combined,36,36,0.5
A/G,3.674714290963877e-05,combined,36,36,0.5
B/C,0.0,combined,36,36,0.5
B/D,0.0196078431372549,combined,36,36,0.5
B/E,0.9946236559139785,combined,36,36,0.5
B/F,0.0,combined,36,36,0.5
B/G,0.0,combined,36,36,0.5
C/D,0.0,combined,36,36,0.5
C/E,0.0,combined,36,36,0.5
C/F,0.06316566487398502,combined,36,36,0.5
C/G,0.10405574414865107,combined,36,36,0.5
D/E,0.02445709466582332,combined,36,36,0.5
D/F,0.04503208011033159,combined,36,36,0.5
D/G,6.09570252971655e-05,combined,36,36,0.5
E/F,0.00013153135378645884,combined,36,36,0.5
E/G,0.0,combined,36,36,0.5
F/G,0.5826813075375132,combined,36,36,0.5
A/B,0.0,combined,37,37,0.5
A/C,0.10271460014673514,combined,37,37,0.5
A/D,0.9929078014184397,combined,37,37,0.5
A/E,0.010676427972241288,combined,37,37,0.5
A/F,0.44943284100028197,combined,37,37,0.5
A/G,0.0010289200014698856,combined,37,37,0.5
B/C,0.0,combined,37,37,0.5
B/D,0.0,combined,37,37,0.5
B/E,0.989247311827957,combined,37,37,0.5
B/F,0.0,combined,37,37,0.5
B/G,0.0,combined,37,37,0.5
C/D,0.10344827586206896,combined,37,37,0.5
C/E,0.0011123470522803114,combined,37,37,0.5
C/F,0.15881050300537805,combined,37,37,0.5
C/G,0.20657495086653566,combined,37,37,0.5
D/E,0.010752688172043012,combined,37,37,0.5
D/F,0.4525993883792049,combined,37,37,0.5
D/G,0.0010362694300518134,combined,37,37,0.5
E/F,0.004866660090098977,combined,37,37,0.5
E/G,1.1142682043567887e-05,combined,37,37,0.5
F/G,0.5406315856189887,combined,37,37,0.5
A/B,0.0,combined,38,38,0.5
A/C,0.0,combined,38,38,0.5
A/D,0.013489083576693088,combined,38,38,0.5
A/E,0.01292610386639213,combined,38,38,0.5
A/F,0.5330427050122541,combined,38,38,0.5
A/G,0.0010068717157241025,combined,38,38,0.5
B/C,0.0,combined,38,38,0.5
B/D,0.0,combined,38,38,0.5
B/E,0.08602150537634409,combined,38,38,0.5
B/F,0.0,combined,38,38,0.5
B/G,0.0,combined,38,38,0.5
C/D,0.0,combined,38,38,0.5
C/E,0.0,combined,38,38,0.5
C/F,0.0,combined,38,38,0.5
C/G,0.0019296051456137216,combined,38,38,0.5
D/E,0.017148077869140486,combined,38,38,0.5
D/F,0.14760848274070076,combined,38,38,0.5
D/G,6.773002810796166e-06,combined,38,38,0.5
E/F,0.009124987668935583,combined,38,38,0.5
E/G,0.0,combined,38,38,0.5
F/G,0.295973760517184,combined,38,38,0.5
A/B,0.9170646982197134,combined,39,39,0.5
A/C,0.8070432868672047,combined,39,39,0.5
A/D,0.9300514532053956,combined,39,39,0.5
A/E,0.9361702127659575,combined,39,39,0.5
A/F,0.9251089856204047,combined,39,39,0.5
A/G,0.9332598390475141,combined,39,39,0.5
B/C,0.844475721323012,combined,39,39,0.5
B/D,0.9731892757102841,combined,39,39,0.5
B/E,0.9795918367346939,combined,39,39,0.5
B/F,0.9676090619734132,combined,39,39,0.5
B/G,0.9765464735116844,combined,39,39,0.5
C/D,0.8564345278341221,combined,39,39,0.5
C/E,0.8620689655172413,combined,39,39,0.5
C/F,0.8515237793947064,combined,39,39,0.5
C/G,0.8596033589422906,combined,39,39,0.5
D/E,0.9934640522875817,combined,39,39,0.5
D/F,0.9813115868161739,combined,39,39,0.5
D/G,0.9903755630058586,combined,39,39,0.5
E/F,0.9877675840978594,combined,39,39,0.5
E/G,0.9968911917098445,combined,39,39,0.5
F/G,0.9846968040436691,combined,39,39,0.5
A/B,0.0,combined,40,40,0.5
A/C,0.003668378576669112,combined,40,40,0.5
A/D,0.10568766513697678,combined,40,40,0.5
A/E,0.0070921985815602835,combined,40,40,0.5
A/F,0.10905068644674344,combined,40,40,0.5
A/G,0.003086760004409657,combined,40,40,0.5
B/C,0.0,combined,40,40,0.5
B/D,0.0,combined,40,40,0.5
B/E,0.08602150537634409,combined,40,40,0.5
B/F,0.0,combined,40,40,0.5
B/G,0.0,combined,40,40,0.5
C/D,0.03425738111336488,combined,40,40,0.5
C/E,0.0007415647015202076,combined,40,40,0.5
C/F,0.06052936834335126,combined,40,40,0.5
C/G,0.20221547257459352,combined,40,40,0.5
D/E,0.027162836460749174,combined,40,40,0.5
D/F,0.8142151865843177,combined,40,40,0.5
D/G,0.028825899962748484,combined,40,40,0.5
E/F,0.017756732761171946,combined,40,40,0.5
E/G,0.0006239901944398017,combined,40,40,0.5
F/G,0.17489502622363773,combined,40,40,0.5
A/B,0.0,combined,41,41,0.5
A/C,0.5820494008314991,combined,41,41,0.5
A/D,0.9734390209984704,combined,41,41,0.5
A/E,0.04804392587508579,combined,41,41,0.5
A/F,0.49497907042314615,combined,41,41,0.5
A/G,0.0,combined,41,41,0.5
B/C,0.0,combined,41,41,0.5
B/D,0.0196078431372549,combined,41,41,0.5
B/E,0.9516129032258065,combined,41,41,0.5
B/F,0.0,combined,41,41,0.5
B/G,0.0,combined,41,41,0.5
C/D,0.5747126436781609,combined,41,41,0.5
C/E,0.02836484983314794,combined,41,41,0.5
C/F,0.475482442265106,combined,41,41,0.5
C/G,0.378917277112739,combined,41,41,0.5
