municipality,month,Total,level_z,Food,Health,Catering,Marketplace,Transport,Other,profile,admin_form
Цивильский муниципальный округ,2024-12-01,24606,-0.8675405624369704,0.4691945054051857,0.04462326261887344,0.02848898642607494,0.18003738925465335,0.04259123790945298,0.23506461838575976,G,municipal_okrug
Чагодощенский муниципальный округ,2024-12-01,35435,0.23491541745973796,0.3914209115281501,0.035614505432482006,0.014759418653873289,0.2140539015098067,0.04010159446874559,0.30404966840694225,G,municipal_okrug
Чаинский муниципальный район,2024-12-01,30292,-0.23911406163161275,0.5201373299881157,0.03951538359963026,0.00792288392975043,0.24438795721642678,0.04512742638320349,0.14290901888287344,G,municipal_raion
Чамзинский муниципальный район,2024-12-01,28469,-0.42673478335395265,0.4456075028978889,0.04900066739260248,0.01847623731075907,0.19147142505883594,0.037409111665320176,0.2580350556745934,G,municipal_raion
Чановский муниципальный район,2024-12-01,31020,-0.1673263307113399,0.44725983236621536,0.0438749194068343,0.016118633139909737,0.204642166344294,0.05077369439071567,0.237330754352031,G,municipal_raion
Чаплыгинский муниципальный район,2024-12-01,31597,-0.1116154828008312,0.43735164730828874,0.043833275310947245,0.01177326961420388,0.226129062885717,0.042883818083995315,0.23802892679684784,G,municipal_raion
Частоозерский муниципальный округ,2024-12-01,24142,-0.9250869694829588,0.4490514456134537,0.044196835390605586,0.004639217960400961,0.20516112998094607,0.051404191864799935,0.24554717918979374,G,municipal_okrug
Чебаркульский муниципальный район,2024-12-01,32701,-0.007800936117903885,0.4069294516987248,0.032139689917739515,0.019265465887893338,0.2288309226017553,0.032720711904834714,0.28011375798905225,G,municipal_raion
Чебоксарский муниципальный округ,2024-12-01,29601,-0.3088674276656573,0.40086483564744435,0.046147089625350496,0.041181041181041184,0.17083882301273606,0.062396540657410224,0.2785716698760178,F,municipal_okrug
Чебулинский муниципальный округ,2024-12-01,33005,0.020170552020853084,0.46320254506892894,0.03829722769277382,0.021875473413119226,0.1903044993182851,0.06344493258597182,0.22287532192092108,F,municipal_okrug
Чеди-Хольский муниципальный район,2024-12-01,29999,-0.26849478413081884,0.403146771559052,0.028134271142371412,0.03503450115003833,0.16787226240874695,0.08780292676422548,0.2780092669755658,A,municipal_raion
Чекмагушевский муниципальный район,2024-12-01,22527,-1.1343831975775676,0.4238913304035158,0.05704265991920806,0.019487725840102988,0.12851245172459716,0.05699826874417366,0.31406756336840236,G,municipal_raion
Челно-Вершинский муниципальный район,2024-12-01,25978,-0.7035226067506657,0.4609284779428747,0.04557702671491262,0.0070444222034028794,0.24597736546308416,0.036569404881053195,0.2039033027946725,G,municipal_raion
Чемальский муниципальный район,2024-12-01,36204,0.2998143308840557,0.43072588664235995,0.03593525577284278,0.020715942989724893,0.20837476521931278,0.06154016130814274,0.24270798806761684,F,municipal_raion
Чердаклинский муниципальный район,2024-12-01,26680,-0.6229212409091143,0.41626686656671663,0.044077961019490255,0.023350824587706147,0.22586206896551725,0.04730134932533733,0.24314092953523236,G,municipal_raion
Черемховский муниципальный район,2024-12-01,31916,-0.08125031906335653,0.43742950244391526,0.033243514224840204,0.014350169194134604,0.19664118310565235,0.04834565735054518,0.2699899736809124,G,municipal_raion
Черемшанский муниципальный район,2024-12-01,20887,-1.3628718701158127,0.43907693780820606,0.03815770574998803,0.022885048116053047,0.210753100014363,0.05271221333844018,0.2364149949729496,G,municipal_raion
Черепановский муниципальный район,2024-12-01,29932,-0.27525354962949333,0.45533208606173997,0.042362688761192036,0.01854202859815582,0.20817185620740344,0.05134972604570359,0.22424161432580525,G,municipal_raion
Череповецкий муниципальный район,2024-12-01,36598,0.33253340991636227,0.4290944860374884,0.03776162631837805,0.03664134652166785,0.16148423411115362,0.06593256462101754,0.2690857423902946,F,municipal_raion
Черлакский муниципальный район,2024-12-01,25562,-0.7523206341937376,0.45192081996713873,0.044636569908457865,0.011775291448243486,0.19110398247398483,0.0444409670604804,0.2561223691416946,G,municipal_raion
Черниговский муниципальный округ,2024-12-01,37896,0.4378850434417764,0.45382098374498625,0.03926535782140595,0.0202396031243403,0.12373337555414819,0.04478045176271902,0.3181602279924003,F,municipal_okrug
Черноярский муниципальный район,2024-12-01,24719,-0.8536903629549509,0.4221853634855779,0.03814879242687811,0.006836846150734253,0.26716291112100005,0.049718839758889924,0.2159472470569197,G,municipal_raion
Чернский муниципальный район,2024-12-01,35760,0.26251362031471087,0.41065436241610737,0.03422818791946309,0.012416107382550336,0.2563199105145414,0.0424496644295302,0.24393176733780764,G,municipal_raion
Чернышевский муниципальный район,2024-12-01,36000,0.28273330366880783,0.4468611111111111,0.035388888888888886,0.016666666666666666,0.14883333333333335,0.052444444444444446,0.29980555555555566,F,municipal_raion
Чернышковский муниципальный район,2024-12-01,26139,-0.6848462668979348,0.4543402578522514,0.047170894066337656,0.010558934924824974,0.23501281609855007,0.05734725888519071,0.19556983817284523,G,municipal_raion
Чесменский муниципальный район,2024-12-01,28583,-0.41465446234254705,0.43977189238358466,0.03991883287268656,0.008081726900605254,0.20998495609278242,0.043662316761711506,0.25858027498862957,G,municipal_raion
Чистоозерный муниципальный район,2024-12-01,27584,-0.5221954404633546,0.4486658932714617,0.04067575406032482,0.012253480278422274,0.19935469837587008,0.05992604408352668,0.23912412993039445,G,municipal_raion
Чистопольский муниципальный район,2024-12-01,31952,-0.07784260497839712,0.41293189784677015,0.03761892839258888,0.03286179268903355,0.2038370055082624,0.05830620931397096,0.25444416624937394,F,municipal_raion
Читинский муниципальный район,2024-12-01,33248,0.0423446821518677,0.4171077959576516,0.0378067853705486,0.031701154956689126,0.14797882579403274,0.06926732435033686,0.29613811357074105,F,municipal_raion
Чишминский муниципальный район,2024-12-01,32888,0.009435826195892946,0.40878131841401116,0.046339090245682314,0.038950377037217224,0.15802116273412795,0.05412308440768669,0.29378496716127467,F,municipal_raion
Чойский муниципальный район,2024-12-01,27961,-0.48116114631213375,0.4419369836558063,0.028647044097135296,0.010085476198991453,0.22613640427738635,0.046672150495332784,0.24652194127534777,G,municipal_raion
Чугуевский муниципальный округ,2024-12-01,38158,0.4587119547764119,0.4601918339535615,0.035484040044027464,0.01685098799727449,0.15577336338382514,0.05369778290266786,0.2780019917186436,F,municipal_okrug
Чудовский муниципальный район,2024-12-01,36059,0.2876833332807639,0.4209490002495909,0.04134890041321168,0.0205496547325217,0.2489253723064977,0.03191990903796556,0.2363071632602124,G,municipal_raion
Чулымский муниципальный район,2024-12-01,27735,-0.50569302090998,0.46349378042184963,0.03522624842257076,0.02156120425455201,0.2046151072651884,0.05026140255994231,0.2248422570758969,G,municipal_raion
Чунский муниципальный район,2024-12-01,31847,-0.08779252841271049,0.45702891952146196,0.03529374823374258,0.016799070556096335,0.2051370615756586,0.04647219518321977,0.23926900492982073,G,municipal_raion
Чурапчинский муниципальный район,2024-12-01,39585,0.5696946782289016,0.3513452065176203,0.026449412656309207,0.02975874700012631,0.06439307818618163,0.07894404446128583,0.44910951117847664,A,municipal_raion
Чухломский муниципальный район,2024-12-01,28688,-0.4035704005435283,0.47051031790295594,0.03517150027886224,0.005716675962074735,0.25794757389849415,0.04855688789737869,0.1820970440602342,G,municipal_raion
Чучковский муниципальный район,2024-12-01,26169,-0.6813789214951919,0.47904008559746264,0.04486224158355306,0.004662004662004662,0.2565631090221254,0.02525889411135313,0.18961366502350108,G,municipal_raion
Шабалинский муниципальный район,2024-12-01,24695,-0.8566266951312916,0.4908281028548289,0.03931970034419923,0.015752176553958292,0.1845312816359587,0.04915974893703179,0.22040898967402311,G,municipal_raion
Шаблыкинский муниципальный район,2024-12-01,23750,-0.9745723268848888,0.4242526315789474,0.037221052631578946,0.005936842105263158,0.2470736842105263,0.029852631578947367,0.2556631578947368,G,municipal_raion
Шарангский муниципальный округ,2024-12-01,30528,-0.21565494329331944,0.4796907756813417,0.04094601677148847,0.009892557651991615,0.21160901467505241,0.05604690775681342,0.2018147274633123,G,municipal_okrug
Шаранский муниципальный район,2024-12-01,19858,-1.515585333923954,0.44939067378386544,0.047084298519488366,0.016567630174237083,0.15590693926880855,0.0525229126800282,0.2785275455735723,G,municipal_raion
Шарлыкский муниципальный район,2024-12-01,22028,-1.2020952808716474,0.41406391864899217,0.049981841292899946,0.025013619030325042,0.21459052115489377,0.045351370982386056,0.250998728890503,G,municipal_raion
Шатковский муниципальный округ,2024-12-01,27710,-0.5084189940324735,0.45225550342836524,0.04619271021291952,0.008191988451822447,0.1869361241429087,0.025947311439913388,0.2804763623240707,G,municipal_okrug
Шатровский муниципальный округ,2024-12-01,24256,-0.9108465704643308,0.5133987467018469,0.041845316622691295,0.008657651715039578,0.1922410949868074,0.04341193931398417,0.2004452506596306,G,municipal_okrug
Шацкий муниципальный район,2024-12-01,27448,-0.537136053417458,0.45110754881958615,0.05009472457009618,0.017669775575633925,0.2519673564558438,0.05315505683474206,0.17600553774409788,G,municipal_raion
Шебалинский муниципальный район,2024-12-01,28507,-0.42270264315887174,0.412354860209773,0.03188690497070895,0.014101799558003298,0.19981057284175816,0.05812607429754096,0.28371978812221565,G,municipal_raion
Шегарский муниципальный район,2024-12-01,27282,-0.5554730367758988,0.49618796275932847,0.04042958727366029,0.01176599956014955,0.17817608679715563,0.03632431639909098,0.23711604721061508,G,municipal_raion
Шекснинский муниципальный район,2024-12-01,35161,0.211450633051625,0.43519808879155886,0.0323085236483604,0.026791046898552374,0.1911777253206678,0.03856545604504991,0.2759591592958106,G,municipal_raion
Шелаболихинский муниципальный район,2024-12-01,23779,-0.970883542302501,0.5339164809285504,0.03713360528197149,0.005088523487110475,0.18957904032970269,0.05050674965305522,0.1837756003196097,G,municipal_raion
Шелеховский муниципальный район,2024-12-01,41920,0.7429415528997588,0.40143129770992364,0.04952290076335878,0.04227099236641221,0.1526956106870229,0.05245706106870229,0.3016221374045802,D,municipal_raion
Шелопугинский муниципальный район,2024-12-01,28814,-0.3903229529828199,0.5228708266814743,0.03800235996390643,0.007878114805302977,0.1445477892691053,0.07819115707642119,0.20850975220378976,F,municipal_raion
Шемуршинский муниципальный округ,2024-12-01,18897,-1.66552916487048,0.4184791236704239,0.04090596390961528,0.014923003651373234,0.1835211938402921,0.05355347409641742,0.2886172408318781,G,municipal_okrug
Шенкурский муниципальный округ,2024-12-01,29844,-0.2841537555499452,0.47838761560112586,0.03960595094491355,0.015379975874547648,0.21294062458115534,0.0366907921190189,0.2169950408792386,G,municipal_okrug
Шенталинский муниципальный район,2024-12-01,26630,-0.628591532181009,0.4704844160720991,0.048629365377393916,0.010476905745399926,0.19432970334209537,0.04844160720991363,0.22763800225309794,G,municipal_raion
Шербакульский муниципальный район,2024-12-01,27322,-0.551044303450305,0.4505526681794891,0.03788156064709758,0.008710928921748042,0.18636995827538247,0.03370909889466364,0.28277578508161916,G,municipal_raion
Шигонский муниципальный район,2024-12-01,29010,-0.3698305200262182,0.42051016890727333,0.04584625991037573,0.011478800413650465,0.27493967597380214,0.03936573595311962,0.20785935884177875,G,municipal_raion
Шилкинский муниципальный район,2024-12-01,34649,0.16710978150610184,0.4559438944846893,0.03803861583306878,0.016508412941210426,0.1580132182746977,0.04571560506796733,0.28578025339836644,F,municipal_raion
Шиловский муниципальный район,2024-12-01,29905,-0.2779815090220911,0.45902023073064707,0.04504263501086775,0.010299281056679484,0.24069553586356796,0.03517806386891824,0.2097642534693196,G,municipal_raion
Шимановский муниципальный округ,2024-12-01,37937,0.4411537021812182,0.43777842212088464,0.03798402614861481,0.018926114347470806,0.12362601154545694,0.043519519202889,0.3381659066346838,F,municipal_okrug
Шимский муниципальный район,2024-12-01,29467,-0.32258247138547913,0.43071910951233583,0.04147011911629959,0.015135575389418671,0.2867275257067228,0.03855160009502155,0.18739607018020155,G,municipal_raion
Шипуновский муниципальный район,2024-12-01,27391,-0.5434199554331125,0.4711036471833814,0.04118140995217407,0.01697637910262495,0.17827023474864007,0.04804497827753642,0.24442335073564314,G,municipal_raion
Ширинский муниципальный район,2024-12-01,30250,-0.24330813975177806,0.42221487603305785,0.036396694214876034,0.009884297520661157,0.20730578512396694,0.060694214876033055,0.2635041322314049,G,municipal_raion
Шкотовский муниципальный округ,2024-12-01,37459,0.4028245397834968,0.4270268827251128,0.03756106676633119,0.023465655783656798,0.15296724418697777,0.04519608104861315,0.31378306948930823,F,municipal_okrug
Шовгеновский муниципальный район,2024-12-01,24136,-0.9258383257295905,0.3555270135896586,0.03198541597613523,0.012470997679814385,0.261518064302287,0.058294663573085846,0.28020384487901884,G,municipal_raion
Шпаковский муниципальный округ,2024-12-01,42854,0.8095525129704781,0.3531292294768283,0.04363653334577869,0.04053297241797732,0.20504503663601997,0.06743827880711252,0.2902179493162832,D,municipal_okrug
Шуйский муниципальный район,2024-12-01,32565,-0.020398786887337907,0.415630277905727,0.03605097497313066,0.022662367572547214,0.20838323353293414,0.043144480270228776,0.27412866574543227,F,municipal_raion
Шумячский муниципальный район,2024-12-01,24822,-0.8411208919367265,0.4566513576665861,0.04157602127145275,0.022077189589879944,0.21589718797840626,0.04137458705986625,0.22242365643380857,G,municipal_raion
Шушенский муниципальный район,2024-12-01,36129,0.29354575539161876,0.4371280688643472,0.03731074759888178,0.018295552049600046,0.17700462232555564,0.05510808491793296,0.27515292424368243,F,municipal_raion
Щекинский муниципальный район,2024-12-01,42628,0.7935687623322885,0.39199587125832785,0.04550999343154734,0.030121047199024115,0.2060148259360045,0.04834850333114385,0.2780097588439524,F,municipal_raion
Щучанский муниципальный округ,2024-12-01,30264,-0.2419094670405226,0.4479579698651864,0.03935368754956384,0.013283108643933386,0.19881707639439597,0.04034496431403648,0.26024319323288403,G,municipal_okrug
Эвенкийский муниципальный район,2024-12-01,47772,1.1379550440150734,0.4155153646487482,0.03575316084735829,0.03054090262078205,0.0805074101984426,0.02601942560495688,0.41166373607971196,A,municipal_raion
Энгельсский муниципальный район,2024-12-01,38494,0.48521296851605517,0.3677196446199408,0.049202473112692886,0.04390294591364888,0.17215669974541487,0.060217176702862786,0.3068010599054398,D,municipal_raion
Эхирит-Булагатский муниципальный район,2024-12-01,28198,-0.4556473268826168,0.4158805589048869,0.04010922760479466,0.026704021561812896,0.15423079651039082,0.05620966025959288,0.3068657351585219,G,municipal_raion
Южский муниципальный район,2024-12-01,28178,-0.4577920916885539,0.448541415288523,0.032010788558449854,0.010504649016963588,0.23450919156788985,0.03438853005891121,0.24004542550926256,G,municipal_raion
Юргамышский муниципальный округ,2024-12-01,27224,-0.561906247315416,0.4865559800176315,0.04227887158389656,0.010027916544225683,0.18325741992359681,0.04055245371730826,0.23732735821334128,G,municipal_okrug
Юргинский муниципальный район,2024-12-01,31374,-0.1330251544924132,0.4675527506852808,0.037037037037037035,0.006693440428380187,0.22553706891056288,0.047491553515649904,0.21568814942308923,G,municipal_raion
Юринский муниципальный район,2024-12-01,23048,-1.0652679473568885,0.4894133981256508,0.03523082263103089,0.006377993752169386,0.2900468587296078,0.03713988198542173,0.14179104477611937,G,municipal_raion
Юрьев-Польский муниципальный район,2024-12-01,34150,0.12325974545763126,0.43838945827232795,0.03850658857979502,0.012005856515373352,0.20758418740849194,0.03162518301610542,0.2718887262079064,G,municipal_raion
Юрьевецкий муниципальный район,2024-12-01,26316,-0.6644461835186378,0.45956832345341236,0.034655722754217966,0.007029943760449916,0.2580559355525156,0.030209758321933424,0.21048031615747076,G,municipal_raion
Юрьянский муниципальный район,2024-12-01,25007,-0.8186750721624485,0.4930219538529212,0.03335066181469189,0.013636181869076659,0.1937457511896669,0.02915183748550406,0.2370936137881393,G,municipal_raion
Юстинский муниципальный район,2024-12-01,24343,-0.900023853457071,0.3867641621821468,0.03536951074230785,0.00460091196647907,0.3414533952265538,0.0605512878445549,0.17126073203795755,G,municipal_raion
Ютазинский муниципальный район,2024-12-01,22646,-1.1184569687420094,0.4300980305572728,0.033560010597898086,0.015146162677735582,0.17830963525567428,0.040625275986929256,0.30226088492449,G,municipal_raion
Юхновский муниципальный район,2024-12-01,30201,-0.2482085970008788,0.4505479950995,0.05105791198966922,0.0126154763087315,0.24376676268997716,0.03887288500380782,0.2031389689083143,G,municipal_raion
Ядринский муниципальный округ,2024-12-01,22908,-1.0836854642800726,0.45477562423607476,0.04775624236074734,0.02531866596822071,0.16531342762353762,0.038327221931203075,0.2685088178802164,G,municipal_okrug
Яйский муниципальный округ,2024-12-01,32381,-0.03752693839854163,0.4441493468391958,0.04027052901392792,0.02461319909823662,0.17260121676291654,0.05262345202433526,0.2657422562613878,F,municipal_okrug
Яковлевский муниципальный округ,2024-12-01,33942,0.10479205806648767,0.48518060220375936,0.03429379529786106,0.016940663484768134,0.16887631842554945,0.04643214895999057,0.24827647162807143,G,municipal_okrug
Яльчикский муниципальный округ,2024-12-01,16864,-2.0095939004256294,0.4884369070208729,0.06641366223908918,0.009369070208728653,0.12411053130929792,0.057459677419354836,0.2542101518026564,G,municipal_okrug
Янаульский муниципальный район,2024-12-01,27654,-0.5145341091111499,0.3971938960005786,0.04892601431980907,0.033557532364214944,0.14883922759817747,0.055507340710204675,0.3159759890070153,G,municipal_raion
Янтиковский муниципальный округ,2024-12-01,17616,-1.8777186260052743,0.44022479564032696,0.0400772025431426,0.013964577656675749,0.1634309718437784,0.038033605812897366,0.30426884650317887,G,municipal_okrug
Яранский муниципальный район,2024-12-01,24852,-0.8374696879770795,0.45432963141799454,0.04156607114115564,0.024424593594076935,0.15656687590535973,0.04136488009013359,0.28174794785127966,G,municipal_raion
Ярковский муниципальный район,2024-12-01,29436,-0.3257642373995284,0.4517257779589618,0.03152602255741269,0.016340535398831364,0.20046881369751324,0.047900529963310234,0.2520383204239707,G,municipal_raion
Ярославский муниципальный район,2024-12-01,43737,0.8712044777794549,0.35521412076731373,0.04179527631067517,0.042092507487939274,0.19532661133593981,0.05544504652811121,0.3101264375700209,D,municipal_raion
Ярцевский муниципальный район,2024-12-01,34202,0.12785909185979225,0.41985848780773055,0.039208233436641135,0.0249985380971873,0.19598269107069763,0.034530144435997896,0.2854219051517455,F,municipal_raion
Ясногорский муниципальный район,2024-12-01,38504,0.48599813992509655,0.40990546436733843,0.038385622273010594,0.023114481612300022,0.2380791606066902,0.039969873259921046,0.2505453978807397,G,municipal_raion
Яшкинский муниципальный округ,2024-12-01,34515,0.1553967541171799,0.4319571200927133,0.04151818050123135,0.015877154860205706,0.19266985368680284,0.05058670143415906,0.2673909894248877,G,municipal_okrug
внутригородская территория города федерального значения  Александровский муниципальный округ,2024-12-01,56657,1.653577083293895,0.31932506133399224,0.05596837107506575,0.06498755670084896,0.16204529007889582,0.06428155391213795,0.33339216689905926,E,federal_intracity
внутригородская территория города федерального значения город Зеленогорск,2024-12-01,56968,1.6701245492586305,0.3158264288723494,0.047798764218508635,0.05346861395871366,0.2094860272433647,0.0689685437438562,0.3044516219632074,E,federal_intracity
внутригородская территория города федерального значения город Колпино,2024-12-01,49306,1.2334949059329203,0.3577455076461283,0.04812801687421409,0.057396665720196326,0.1754958828540137,0.06147324869184278,0.29976067821360486,D,federal_intracity
внутригородская территория города федерального значения город Красное Село,2024-12-01,53129,1.459231312005879,0.3539309981366109,0.04880573697980387,0.051553765363549095,0.19633345254004406,0.06649852246419093,0.28287752451580106,E,federal_intracity
внутригородская территория города федерального значения город Кронштадт,2024-12-01,52632,1.430820872237292,0.34800121599027206,0.04347165222678218,0.05603055175558595,0.19277245782033745,0.06195850433196534,0.29776561787505695,E,federal_intracity
внутригородская территория города федерального значения город Ломоносов,2024-12-01,52120,1.4012710403114619,0.3525518035303147,0.04858019953952417,0.052801227935533386,0.19412893323100539,0.06922486569455104,0.28271297006907137,E,federal_intracity
внутригородская территория города федерального значения город Павловск,2024-12-01,58511,1.7509099118467082,0.31753003708704347,0.04843533694518979,0.059202543111551674,0.2016031173625472,0.0673548563517971,0.30587410914187074,E,federal_intracity
внутригородская территория города федерального значения город Петергоф,2024-12-01,53930,1.5044649331905138,0.3367142592249212,0.05021323938438717,0.059725570183571296,0.1829408492490265,0.06844057111069905,0.30196551084739487,E,federal_intracity
внутригородская территория города федерального значения город Пушкин,2024-12-01,60380,1.8459572633562276,0.3049850944021199,0.05322954620735343,0.06475654190129182,0.17701225571381252,0.06825107651540245,0.3317654852600199,E,federal_intracity
внутригородская территория города федерального значения город Сестрорецк,2024-12-01,60145,1.83416939731985,0.30398204339512847,0.05438523568043894,0.06349655000415662,0.17933327791171336,0.07207581677612436,0.32672707623243824,E,federal_intracity
внутригородская территория города федерального значения городской округ Троицк,2024-12-01,61968,1.924430566271206,0.322924735347276,0.050913374644978054,0.04899302865995352,0.19229279628195198,0.06488832946036664,0.3199877356054738,E,federal_intracity
внутригородская территория города федерального значения городской округ Щербинка,2024-12-01,55774,1.6060952500174948,0.34577043066661883,0.04502097751640549,0.053196830064187614,0.18686126151970453,0.06343457525011655,0.30571592498296696,E,federal_intracity
внутригородская территория города федерального значения муниципальное образование Савелки,2024-12-01,65676,2.100103740099591,0.31408733784030696,0.05114501492173701,0.06372190754613558,0.1779341007369511,0.06038735611182167,0.3327242828430478,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Автово,2024-12-01,52058,1.397673052860206,0.32871028468246954,0.05307541588228514,0.06915363632871029,0.15937992239425255,0.05720542471858312,0.3324753159936993,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Адмиралтейский округ,2024-12-01,60098,1.8318062978862495,0.2904089986355619,0.05446104695663749,0.08336383906286399,0.14421444973210423,0.06391227661486239,0.36363938899797,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Академический,2024-12-01,77217,2.589458058672038,0.27769791626196305,0.059429918282243546,0.07899814807620084,0.14632788116606446,0.06278410194646257,0.37476203426706556,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Академическое,2024-12-01,56873,1.6650794591983789,0.3194485959945844,0.056793205914933274,0.07391908286884813,0.15655935153763648,0.05853392646774392,0.33474583721625384,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Алексеевский,2024-12-01,68675,2.235078209917133,0.2903967965052785,0.05593010556971242,0.07917000364033491,0.14775391336002913,0.06832180560611577,0.3584273753185293,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Алтуфьевский,2024-12-01,57957,1.7221524639509258,0.3463774867574236,0.04793208758217299,0.061614645340511066,0.16684783546422347,0.06651482996014287,0.310713114895526,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Аптекарский остров,2024-12-01,70088,2.2966422924643735,0.2623986987786782,0.05553019061750942,0.08985846364570255,0.14058041319484077,0.06594566830270517,0.3856865654605638,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Арбат,2024-12-01,86978,2.949282525557985,0.2331624088850054,0.06000367909126446,0.09847317712525007,0.11944399733265883,0.06771827358642415,0.4211984639793971,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Аэропорт,2024-12-01,75330,2.514669648551763,0.2711668657905217,0.058635337846807384,0.08068498606133015,0.13783353245718838,0.06369308376476836,0.3879861940793842,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Бабушкинский,2024-12-01,62559,1.9531232476196254,0.31590978116657875,0.05310187183298966,0.06539426781118624,0.16344570725235377,0.06163781390367493,0.3405105580332166,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Балканский,2024-12-01,51966,1.3923261990485665,0.3370473001577955,0.05642150636954932,0.06421506369549321,0.1598930069660932,0.06223299849901859,0.3201901243120502,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Басманный,2024-12-01,76256,2.551601511478909,0.2707983634074696,0.056231640788921525,0.08307543013008813,0.1398053923625682,0.062355749055812,0.38773342425514057,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Беговой,2024-12-01,78197,2.627580930838584,0.2627466526848856,0.057419082573500264,0.08339194598258245,0.13830453853728403,0.06880059337314731,0.3893371868486004,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Бескудниковский,2024-12-01,61687,1.9106920666889373,0.32689221391865386,0.050399597970398946,0.06644836027039733,0.1700034042829121,0.06612414285019534,0.3201322807074425,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Бибирево,2024-12-01,57724,1.7099755175817337,0.35020095627468645,0.04826415355831197,0.060546739657681384,0.1647841452428799,0.06068533019194789,0.3155186750744924,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Бирюлево Восточное,2024-12-01,59275,1.7901246839145166,0.3390974272458878,0.045584141712357654,0.058085196119780684,0.17334458034584563,0.06743146351750316,0.316457191058625,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Бирюлево Западное,2024-12-01,52964,1.4498288522470508,0.35318329431311835,0.04272713541273318,0.058209349746997964,0.17795106109810438,0.07314402235480703,0.29478513707423915,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Богородское,2024-12-01,63276,1.987571430767546,0.31797205891649283,0.05234212023516025,0.06697642075984575,0.16581326253239775,0.06286743789114356,0.33402869966495974,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Большая Охта,2024-12-01,58597,1.7553496349455624,0.3075072102667372,0.05365462395685786,0.07072034404491698,0.1521067631448709,0.06589074525999625,0.35012031332662075,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Братеево,2024-12-01,59521,1.802643920000141,0.33919120982510376,0.046605399774869376,0.05782832949715227,0.166764671292485,0.0616085079215739,0.3280018816888156,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Бутырский,2024-12-01,63555,2.000870566126641,0.30560931476673747,0.0520336716230037,0.07102509637322005,0.15657304696719376,0.06222956494374951,0.3525293053260955,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Васильевский,2024-12-01,59123,1.7823632247038919,0.2954349407168107,0.056881416707541904,0.08235373712430019,0.1416538402990376,0.06080543950746748,0.36287062564484207,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Введенский,2024-12-01,62780,1.963783081025753,0.28537750876075185,0.05149729213125199,0.0866199426568971,0.14268875438037593,0.06763300414144632,0.36618349792927685,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Вешняки,2024-12-01,55810,1.6080457435262414,0.3451711162874037,0.05215911127038165,0.060652212865077944,0.1586633219853073,0.0650421071492564,0.318312130442573,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Владимирский округ,2024-12-01,57165,1.6805597148171898,0.29584535992302985,0.05498119478702003,0.08372255750896528,0.14288463220502057,0.05725531356599318,0.36531094200997105,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Внуково,2024-12-01,56664,1.6539505325179877,0.34842227869546805,0.04591980799096428,0.05329662572356346,0.184720457433291,0.06489128900183538,0.30274954115487784,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Войковский,2024-12-01,70712,2.323435746117686,0.2895406720217219,0.05765640909605159,0.07160029415092205,0.1432005883018441,0.06066862767281367,0.37733340875664667,B,federal_intracity
внутригородская территория города федерального значения муниципальный округ Волковское,2024-12-01,51063,1.3393374940717373,0.3268707283160018,0.05315003035465993,0.06918904098858274,0.15285040048567455,0.060474316040969,0.337465483814112,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Восточное Дегунино,2024-12-01,60924,1.8730698284927336,0.3289836517628521,0.047140699888385526,0.0648184623465301,0.17392160724837502,0.06751034075241284,0.3176252380014445,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Восточное Измайлово,2024-12-01,63082,1.9782893947971958,0.3173964046796233,0.04865096223962462,0.0723502742462192,0.1636758504803272,0.06469357344408865,0.33323293491011696,E,federal_intracity
внутригородская территория города федерального значения муниципальный округ Восточный,2024-12-01,51374,1.3576922575055574,0.34091174524078327,0.044263635301903685,0.050395141511270294,0.19451473508000156,0.06548059329621987,0.3044341495698213,E,federal_intracity
